id	Name	Manufacturer	Type	Color	Power Supply	Side Panel Window	Power Supply Shroud	Motherboard Form Factor	Maximum Video Card Length	Volume	Dimensions	Price	Url
224	be quiet! Dark Base 900 ATX Full Tower Case (BG011)	be quiet!	ATX Full Tower	Black	None	None	No	ATX	323 mm / 12.717 With Drive Cages	82.023 L	577 mm x 243 mm x 585 mm	€250.00	https://fi.pcpartpicker.com/product/G34NnQ/be-quiet-dark-base-900-black-atx-full-tower-case-bg011
225	Phanteks Evolv X ATX Mid Tower Case (PH-ES518XTG_DAG)	Phanteks	ATX Mid Tower	Gray	None	Tinted Tempered Glass	Yes	ATX	435 mm / 17.126	64.896 L	520 mm x 240 mm x 520 mm	€229.90	https://fi.pcpartpicker.com/product/RZDJ7P/phanteks-enthoo-evolv-x-glass-gray-atx-mid-tower-case-ph-es518xtg_dag
226	Corsair 750D ATX Full Tower Case (CC-9011078-WW)	Corsair	ATX Full Tower	Black	None	Acrylic	No	ATX	340 mm / 13.386 With Drive Cages	71.292 L	546 mm x 234 mm x 558 mm	€172.90	https://fi.pcpartpicker.com/product/Rwhj4D/corsair-case-cc9011078ww
227	SilentiumPC Signum SG1 TG ATX Mid Tower Case (SPC230)	SilentiumPC	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	325 mm / 12.795			€57.90	https://fi.pcpartpicker.com/product/CmPQzy/silentiumpc-signum-sg1-tg-atx-mid-tower-case-spc230
228	Fractal Design Define S ATX Mid Tower Case (FD-CA-DEF-S-BK)	Fractal Design	ATX Mid Tower	Black	None	None	No	ATX	425 mm / 16.732 With Drive Cages			€114.90	https://fi.pcpartpicker.com/product/svVBD3/fractal-design-case-fdcadefsbk
229	Phanteks Enthoo 719 ATX Full Tower Case (PH-ES719LTG_DAG01)	Phanteks	ATX Full Tower	Gray	None	Tempered Glass	Yes	ATX	503 mm / 19.803	81.396 L	595 mm x 240 mm x 570 mm	€208.90	https://fi.pcpartpicker.com/product/dDxbt6/phanteks-enthoo-luxe-2-atx-full-tower-case-ph-es719ltg_ag
230	BitFenix Nova Mesh SE ATX Mid Tower Case (BFC-NSE-300-WWXKW-RP)	BitFenix	ATX Mid Tower	White	None	None	Yes	ATX	315 mm / 12.402	36.081 L	380 mm x 211 mm x 450 mm	€41.90	https://fi.pcpartpicker.com/product/6PjNnQ/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwxkw-rp
231	Antec TORQUE ATX Mid Tower Case (TORQUE)	Antec	ATX Mid Tower	Black / Red	None	Tempered Glass	No	ATX	450 mm / 17.717	113.978 L	621 mm x 285 mm x 644 mm	€379.90	https://fi.pcpartpicker.com/product/jRx2FT/antec-torque-atx-mid-tower-case-torque
232	Phanteks Evolv X ATX Mid Tower Case (PH-ES518XTG_DGS)	Phanteks	ATX Mid Tower	Silver	None	Tinted Tempered Glass	Yes	ATX	435 mm / 17.126	64.896 L	520 mm x 240 mm x 520 mm	€229.90	https://fi.pcpartpicker.com/product/9fjJ7P/phanteks-enthoo-evolv-x-glass-silver-atx-mid-tower-case-ph-es518xtg_dgs
233	be quiet! Pure Base 500 ATX Mid Tower Case (BGW35)	be quiet!	ATX Mid Tower	White	None	Tempered Glass	No	ATX	369 mm / 14.528 With Drive Cages	46.05 L	450 mm x 231 mm x 443 mm	€89.90	https://fi.pcpartpicker.com/product/tV7p99/be-quiet-pure-base-500-atx-mid-tower-case-bgw35
234	Phanteks Eclipse P600S ATX Mid Tower Case (PH-EC600PSC_BK01)	Phanteks	ATX Mid Tower	Black	None	None	Yes	ATX	294 mm / 11.575 With Drive Cages			€159.90	https://fi.pcpartpicker.com/product/6cw7YJ/phanteks-eclipse-p600s-atx-mid-tower-case-ph-ec600psc_bk01
235	Cooler Master MasterCase H500P Mesh ARGB ATX Mid Tower Case (MCM-H500P-MGNN-S11)	Cooler Master	ATX Mid Tower	Gray	None	Tempered Glass	Yes	ATX	412 mm / 16.22	71.353 L	544 mm x 242 mm x 542 mm	€209.90	https://fi.pcpartpicker.com/product/hRyqqs/cooler-master-mastercase-h500p-mesh-argb-atx-mid-tower-case-mcm-h500p-mgnn-s11
236	Corsair 275R ATX Mid Tower Case (CC-9011130-WW)	Corsair	ATX Mid Tower	Black	None	Acrylic	Yes	ATX	370 mm / 14.567	44.162 L	455 mm x 211 mm x 460 mm	€89.90	https://fi.pcpartpicker.com/product/gYWfrH/corsair-carbide-series-275r-black-atx-mid-tower-case-cc-9011130-ww
237	Silverstone SETA A1 ATX Mid Tower Case (SST-SEA1GW-G)	Silverstone	ATX Mid Tower	Pink / Silver	None	Tempered Glass	Yes	ATX	350 mm / 13.78	45.684 L	432 mm x 225 mm x 470 mm	€112.00	https://fi.pcpartpicker.com/product/bfCFf7/silverstone-seta-a1-atx-mid-tower-case-sst-sea1gw-g
238	Silverstone FARA R1 PRO ATX Mid Tower Case (SST-FAR1W-PRO)	Silverstone	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	322 mm / 12.677	36.006 L	390 mm x 207 mm x 446 mm	€91.90	https://fi.pcpartpicker.com/product/Mp3gXL/silverstone-fara-r1-pro-atx-mid-tower-case-sst-far1w-pro
239	Corsair SPEC-OMEGA RGB ATX Mid Tower Case (CC-9011141-WW)	Corsair	ATX Mid Tower	White / Black	None	Tempered Glass	No	ATX	370 mm / 14.567			€169.00	https://fi.pcpartpicker.com/product/bWzkcf/corsair-spec-omega-rgb-atx-mid-tower-case-cc-9011141-ww
240	Corsair 270R ATX Mid Tower Case (CC-9011105-WW)	Corsair	ATX Mid Tower	Black	None	Acrylic	Yes	ATX	370 mm / 14.567			€70.90	https://fi.pcpartpicker.com/product/PZX2FT/corsair-270r-atx-mid-tower-case-cc-9011105-ww
241	be quiet! Silent Base 802 ATX Mid Tower Case (BG040)	be quiet!	ATX Mid Tower	White	None	None	Yes	ATX	287 mm / 11.299 With Drive Cages	83.757 L	539 mm x 281 mm x 553 mm	€149.90	https://fi.pcpartpicker.com/product/4wNgXL/be-quiet-silent-base-802-atx-mid-tower-case-bg040
242	SilentiumPC Armis AR1 ATX Mid Tower Case (SPC173)	SilentiumPC	ATX Mid Tower	Black	None	None	No	ATX	320 mm / 12.598	29.17 L	368 mm x 191 mm x 415 mm	€36.90	https://fi.pcpartpicker.com/product/gwMTwP/silentiumpc-armis-ar1-atx-mid-tower-case-spc173
243	BitFenix Nova Mesh SE ATX Mid Tower Case (BFC-NSE-300-WWGKP-4A)	BitFenix	ATX Mid Tower	White / Purple	None	Tempered Glass	Yes	ATX	315 mm / 12.402	36.081 L	380 mm x 211 mm x 450 mm	€69.90	https://fi.pcpartpicker.com/product/2ZtKHx/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwgkp-4a
244	Corsair 500D Premium ATX Mid Tower Case (CC-9011116-WW)	Corsair	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	370 mm / 14.567			€154.90	https://fi.pcpartpicker.com/product/hXfhP6/corsair-500d-premium-atx-mid-tower-case-cc-9011116-ww
245	Fractal Design Define 7 Compact ATX Mid Tower Case (FD-C-DEF7C-03)	Fractal Design	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	341 mm / 13.425	42.504 L	427 mm x 210 mm x 474 mm	€139.90	https://fi.pcpartpicker.com/product/rCVG3C/fractal-design-define-7-compact-atx-mid-tower-case-fd-c-def7c-03
246	Fractal Design Define 7 ATX Mid Tower Case (FD-C-DEF7A-05)	Fractal Design	ATX Mid Tower	Black / White	None	Tempered Glass	Yes	ATX	315 mm / 12.402 With Drive Cages	62.358 L	547 mm x 240 mm x 475 mm	€164.90	https://fi.pcpartpicker.com/product/DP7p99/fractal-design-define-7-atx-mid-tower-case-fd-c-def7a-05
247	Aerocool Aero One Eclipse ATX Mid Tower Case (ACCM-PB17143.11)	Aerocool	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	327 mm / 12.874			€79.90	https://fi.pcpartpicker.com/product/ZdzFf7/aerocool-aero-one-eclipse-atx-mid-tower-case-accm-pb1714311
248	Lian Li ODYSSEY X ATX Full Tower Case (TR-01X)	Lian Li	ATX Full Tower	Black	None	Tempered Glass	Yes	ATX	423 mm / 16.654			€469.90	https://fi.pcpartpicker.com/product/K4BG3C/lian-li-odyssey-x-atx-full-tower-case-tr-01x
249	be quiet! Pure Base 500 ATX Mid Tower Case (BG036)	be quiet!	ATX Mid Tower	Gray	None	None	No	ATX	369 mm / 14.528 With Drive Cages	46.05 L	450 mm x 231 mm x 443 mm	€84.90	https://fi.pcpartpicker.com/product/HYH8TW/be-quiet-pure-base-500-atx-mid-tower-case-bg036
250	Cooler Master Silencio S600 ATX Mid Tower Case (MCS-S600-KN5N-S00)	Cooler Master	ATX Mid Tower	Black	None	None	Yes	ATX	398 mm / 15.669	47.004 L	478 mm x 209 mm x 470.5 mm	€126.90	https://fi.pcpartpicker.com/product/GRVG3C/cooler-master-silencio-s600-atx-mid-tower-case-mcs-s600-kn5n-s00
251	Corsair SPEC-01 ATX Mid Tower Case (SPEC-01 RED LED)	Corsair	ATX Mid Tower	Black	None	Acrylic	No	ATX	414 mm / 16.299	38.281 L	467 mm x 198 mm x 414 mm	€56.90	https://fi.pcpartpicker.com/product/pDphP6/corsair-case-spec01redled
252	Cooler Master HAF 500 ATX Mid Tower Case (H500-WGNN-S00)	Cooler Master	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	410 mm / 16.142			€175.90	https://fi.pcpartpicker.com/product/LnBG3C/cooler-master-haf-500-atx-mid-tower-case-h500-wgnn-s00
253	Corsair 275Q ATX Mid Tower Case (CC-9011164-WW)	Corsair	ATX Mid Tower	Black	None	None	No	ATX	370 mm / 14.567	44.065 L	460 mm x 211 mm x 454 mm	€111.90	https://fi.pcpartpicker.com/product/kcprxr/corsair-carbide-series-275q-atx-mid-tower-case-cc-9011164-ww
254	Phanteks Eclipse P300 ATX Mid Tower Case (PH-EC300PTG_WT)	Phanteks	ATX Mid Tower		None	Tinted Tempered Glass	Yes	ATX	330 mm / 12.992	36 L	400 mm x 200 mm x 450 mm	€64.90	https://fi.pcpartpicker.com/product/g2bwrH/phanteks-eclipse-p300-white-atx-mid-tower-case-ph-ec300ptg_wt
255	SilentiumPC Signum SG1V EVO TG ARGB ATX Mid Tower Case (SPC248)	SilentiumPC	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	325 mm / 12.795			€77.90	https://fi.pcpartpicker.com/product/dnTp99/silentiumpc-signum-sg1v-evo-tg-argb-atx-mid-tower-case-spc248
256	KOLINK VOID X ARGB ATX Mid Tower Case (VOID X)	KOLINK	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	365 mm / 14.37			€86.90	https://fi.pcpartpicker.com/product/csxRsY/kolink-void-x-argb-atx-mid-tower-case-void-x
257	Fractal Design Define 7 Compact ATX Mid Tower Case (FD-C-DEF7C-02)	Fractal Design	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	341 mm / 13.425	42.504 L	427 mm x 210 mm x 474 mm	€129.90	https://fi.pcpartpicker.com/product/knJmP6/fractal-design-define-7-compact-atx-mid-tower-case-fd-c-def7c-02
258	SilentiumPC Ventum VT4V EVO TG ARGB ATX Mid Tower Case (SPC293)	SilentiumPC	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	420 mm / 16.535			€59.00	https://fi.pcpartpicker.com/product/zWstt6/silentiumpc-ventum-vt4v-evo-tg-argb-atx-mid-tower-case-spc293
259	be quiet! Silent Base 601 ATX Mid Tower Case (BG026)	be quiet!	ATX Mid Tower	Black	None	None	Yes	ATX	287 mm / 11.299 With Drive Cages			€159.90	https://fi.pcpartpicker.com/product/6DyV3C/be-quiet-silent-base-601-black-atx-mid-tower-case-bg026
260	Cooler Master Silencio S600 ATX Mid Tower Case (MCS-S600-KG5N-S00)	Cooler Master	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	398 mm / 15.669	47.004 L	478 mm x 209 mm x 470.5 mm	€109.90	https://fi.pcpartpicker.com/product/3rxbt6/cooler-master-silencio-s600-atx-mid-tower-case-mcs-s600-kg5n-s00
261	Fractal Design Define C ATX Mid Tower Case (FD-CA-DEF-C-BK)	Fractal Design	ATX Mid Tower	Black	None	None	Yes	ATX	315 mm / 12.402			€112.90	https://fi.pcpartpicker.com/product/gvbkcf/fractal-design-define-c-atx-mid-tower-case-fd-ca-def-c-bk
262	Fractal Design Define 7 ATX Mid Tower Case (FD-C-DEF7A-07)	Fractal Design	ATX Mid Tower	Gray	None	None	Yes	ATX	315 mm / 12.402 With Drive Cages	62.358 L	547 mm x 240 mm x 475 mm	€219.00	https://fi.pcpartpicker.com/product/c9RgXL/fractal-design-define-7-atx-mid-tower-case-fd-c-def7a-07
263	Silverstone FARA R1 PRO ATX Mid Tower Case (SST-FAR1B-PRO)	Silverstone	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	322 mm / 12.677	36.006 L	390 mm x 207 mm x 446 mm	€89.90	https://fi.pcpartpicker.com/product/GX2WGX/silverstone-fara-r1-pro-atx-mid-tower-case-sst-far1b-pro
264	Lian Li ODYSSEY X ATX Full Tower Case (TR-01A)	Lian Li	ATX Full Tower	Silver / Black	None	Tempered Glass	Yes	ATX	423 mm / 16.654			€469.90	https://fi.pcpartpicker.com/product/QqBG3C/lian-li-odyssey-x-atx-full-tower-case-tr-01a
265	Cooler Master MasterBox NR200P Mini ITX Desktop Case (MCB-NR200P-KGNN-S00)	Cooler Master	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	330 mm / 12.992	20.312 L	376 mm x 185 mm x 292 mm	€89.90	https://fi.pcpartpicker.com/product/29drxr/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-kgnn-s00
266	Cooler Master MasterBox NR200P Mini ITX Desktop Case (MCB-NR200P-WGNN-S00)	Cooler Master	Mini ITX Desktop	White / Black	None	Tempered Glass	No	Mini ITX	330 mm / 12.992	20.312 L	376 mm x 185 mm x 292 mm	€89.90	https://fi.pcpartpicker.com/product/bXzFf7/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-wgnn-s00
267	Fractal Design Torrent Nano Mini ITX Desktop Case (FD-C-TOR1N-01)	Fractal Design	Mini ITX Desktop	Black	None	Tinted Tempered Glass	Yes	Mini ITX	335 mm / 13.189			€149.90	https://fi.pcpartpicker.com/product/WDytt6/fractal-design-torrent-nano-mini-itx-desktop-case-fd-c-tor1n-01
268	Thermaltake The Tower 100 Mini ITX Tower Case (CA-1R3-00S1WN-00)	Thermaltake	Mini ITX Tower	Black	None	Tempered Glass	Yes	Mini ITX	330 mm / 12.992			€124.90	https://fi.pcpartpicker.com/product/N8KKHx/thermaltake-the-tower-100-mini-itx-tower-case-ca-1r3-00s1wn-00
269	SSUPD Meshlicious (PCIe 4.0) Mini ITX Tower Case (G99.OE759FMX4.00)	SSUPD	Mini ITX Tower	Black	None	None	No	Mini ITX	332 mm / 13.071	14.676 L	245 mm x 166.4 mm x 360 mm	€179.90	https://fi.pcpartpicker.com/product/93RYcf/ssupd-meshlicious-pcie-40-mini-itx-tower-case-g99oe759fmx400
270	Lian Li Q58 (PCIe 4.0) Mini ITX Desktop Case (Q58X4)	Lian Li	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	320 mm / 12.598	14.535 L	342 mm x 170 mm x 250 mm	€149.90	https://fi.pcpartpicker.com/product/4gpzK8/lian-li-q58-pcie-40-mini-itx-desktop-case-q58x4
271	Fractal Design Node 304 Mini ITX Tower Case (FD-CA-NODE-304-BL)	Fractal Design	Mini ITX Tower	Black / White	None	None	No	Mini ITX	310 mm / 12.205	19.504 L	373 mm x 249 mm x 210 mm	€107.90	https://fi.pcpartpicker.com/product/BWFPxr/fractal-design-case-fdcanode304bl
272	Fractal Design Torrent Nano RGB Mini ITX Desktop Case (FD-C-TOR1N-02)	Fractal Design	Mini ITX Desktop	Black	None	Tinted Tempered Glass	Yes	Mini ITX	335 mm / 13.189			€159.00	https://fi.pcpartpicker.com/product/6sfnTW/fractal-design-torrent-nano-rgb-mini-itx-desktop-case-fd-c-tor1n-02
273	Fractal Design Torrent Nano Mini ITX Desktop Case (FD-C-TOR1N-03)	Fractal Design	Mini ITX Desktop	White / Black	None	Tempered Glass	Yes	Mini ITX	335 mm / 13.189			€129.90	https://fi.pcpartpicker.com/product/jyBG3C/fractal-design-torrent-nano-mini-itx-desktop-case-fd-c-tor1n-03
274	Phanteks EVOLV SHIFT XT Mini ITX Desktop Case (PH-ES121XT_DBK01)	Phanteks	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	324 mm / 12.756			€177.90	https://fi.pcpartpicker.com/product/THjBD3/phanteks-evolv-shift-xt-mini-itx-desktop-case-ph-es121xt_dbk01
275	Lian Li TU150 Mini ITX Desktop Case (TU150WX)	Lian Li	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	320 mm / 12.598	23.751 L	375 mm x 203 mm x 312 mm	€111.90	https://fi.pcpartpicker.com/product/G27p99/lian-li-tu150-mini-itx-desktop-case-tu150wx
276	Phanteks Eclipse P200A Performance Mini ITX Tower Case (PH-EC200AC_BK01)	Phanteks	Mini ITX Tower	Black	None	None	Yes	Mini ITX	335 mm / 13.189	29.93 L	400 mm x 205 mm x 365 mm	€69.90	https://fi.pcpartpicker.com/product/Xn2WGX/phanteks-eclipse-p200a-performance-mitx-mini-tower-case-ph-ec200ac_bk01
277	Lian Li Q58 (PCIe 4.0) Mini ITX Desktop Case (Q58W4)	Lian Li	Mini ITX Desktop	White	None	Tempered Glass	No	Mini ITX	320 mm / 12.598	14.535 L	342 mm x 170 mm x 250 mm	€149.90	https://fi.pcpartpicker.com/product/fpNxFT/lian-li-q58-pcie-40-mini-itx-desktop-case-q58w4
278	SSUPD Meshlicious Mini ITX Tower Case (G99.OE759FMX.00)	SSUPD	Mini ITX Tower	Black	None	None	No	Mini ITX	332 mm / 13.071	14.676 L	245 mm x 166.4 mm x 360 mm	€139.90	https://fi.pcpartpicker.com/product/RQytt6/ssupd-meshlicious-mini-itx-tower-case-g99oe759fmx00
279	Phanteks Eclipse P200A DRGB Mini ITX Tower Case (PH-EC200ATG_DBK01)	Phanteks	Mini ITX Tower	Black	None	Tempered Glass	Yes	Mini ITX	335 mm / 13.189	29.93 L	400 mm x 205 mm x 365 mm	€89.90	https://fi.pcpartpicker.com/product/vshFf7/phanteks-eclipse-p200a-drgb-atx-mid-tower-case-ph-ec200atg_dbk01
280	HYTE REVOLT 3 Mini ITX Tower Case (CS-HYTE-REVOLT3-B)	HYTE	Mini ITX Tower	Black	None	Mesh	Yes	Mini ITX	335 mm / 13.189			€129.00	https://fi.pcpartpicker.com/product/Zvstt6/hyte-revolt-3-mini-itx-tower-case-cs-hyte-revolt3-b
281	Fractal Design Torrent Nano Mini ITX Desktop Case (FD-C-TOR1N-04)	Fractal Design	Mini ITX Desktop	Black	None	None	Yes	Mini ITX	335 mm / 13.189			€137.90	https://fi.pcpartpicker.com/product/zYBG3C/fractal-design-torrent-nano-mini-itx-desktop-case-fd-c-tor1n-04
282	Cooler Master MasterBox NR200P Mini ITX Desktop Case (MCB-NR200P-QCNN-S00)	Cooler Master	Mini ITX Desktop	Pink	None	Tempered Glass	No	Mini ITX	330 mm / 12.992	20.312 L	376 mm x 185 mm x 292 mm	€115.90	https://fi.pcpartpicker.com/product/4tKKHx/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-qcnn-s00
283	SSUPD Meshlicious (PCIe 4.0) Mini ITX Tower Case (G99.OE759FMW4.00)	SSUPD	Mini ITX Tower	White	None	None	No	Mini ITX	332 mm / 13.071	14.676 L	245 mm x 166.4 mm x 360 mm	€179.90	https://fi.pcpartpicker.com/product/g2WzK8/ssupd-meshlicious-pcie-40-mini-itx-tower-case-g99oe759fmw400
284	HYTE REVOLT 3 Mini ITX Tower Case (CS-HYTE-REVOLT3-W)	HYTE	Mini ITX Tower	White	None	Mesh	Yes	Mini ITX	335 mm / 13.189			€129.00	https://fi.pcpartpicker.com/product/YqNxFT/hyte-revolt-3-mini-itx-tower-case-cs-hyte-revolt3-w
285	Fractal Design Define Nano S Mini ITX Desktop Case (FD-CA-DEF-NANO-S-BK-W)	Fractal Design	Mini ITX Desktop	Black	None	Acrylic	No	Mini ITX	315 mm / 12.402	28.771 L	412 mm x 203 mm x 344 mm	€86.90	https://fi.pcpartpicker.com/product/VH2rxr/fractal-design-case-fdcadefnanosbkw
286	Lian Li TU150 Mini ITX Desktop Case (TU150WA)	Lian Li	Mini ITX Desktop	Silver	None	Tempered Glass	No	Mini ITX	320 mm / 12.598	23.751 L	375 mm x 203 mm x 312 mm	€111.90	https://fi.pcpartpicker.com/product/8k6qqs/lian-li-tu150-mini-itx-desktop-case-tu150wa
287	Phanteks EVOLV SHIFT XT Mini ITX Desktop Case (PH-ES121XT_DGS01)	Phanteks	Mini ITX Desktop	Silver / Black	None	Tempered Glass	No	Mini ITX	324 mm / 12.756			€177.90	https://fi.pcpartpicker.com/product/Z8kWGX/phanteks-evolv-shift-xt-mini-itx-desktop-case-ph-es121xt_dgs01
288	SSUPD Meshlicious Mini ITX Tower Case (G99.OE759X.00)	SSUPD	Mini ITX Tower	Black	None	Tempered Glass	No	Mini ITX	332 mm / 13.071	14.676 L	245 mm x 166.4 mm x 360 mm	€129.90	https://fi.pcpartpicker.com/product/36BG3C/ssupd-meshlicious-mini-itx-tower-case-g99oe759x00
289	Silverstone SG13 Mini ITX Tower Case (SST-SG13B)	Silverstone	Mini ITX Tower	Black	None	None	No	Mini ITX	267 mm / 10.512	11.452 L	285 mm x 222 mm x 181 mm	€49.90	https://fi.pcpartpicker.com/product/dM8H99/silverstone-case-sstsg13b
290	DAN Cases A4-SFXv4 Mini ITX Desktop Case (A4SFXV4-B)	DAN Cases	Mini ITX Desktop	Black	None	None	No	Mini ITX	300 mm / 11.811			€224.90	https://fi.pcpartpicker.com/product/DRfhP6/dan-cases-a4-sfx-v4-mini-itx-desktop-case-a4sfxv4-b
291	Cooler Master MasterBox NR200P Mini ITX Desktop Case (MCB-NR200P-ACNN-S00)	Cooler Master	Mini ITX Desktop	Blue	None	Tempered Glass	No	Mini ITX	330 mm / 12.992	20.312 L	376 mm x 185 mm x 292 mm	€115.90	https://fi.pcpartpicker.com/product/YPgFf7/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-acnn-s00
292	Lian Li Q58 (PCIe 3.0) Mini ITX Desktop Case (Q58X3)	Lian Li	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	320 mm / 12.598	14.535 L	342 mm x 170 mm x 250 mm	€125.90	https://fi.pcpartpicker.com/product/ZQBG3C/lian-li-q58-pcie-30-mini-itx-desktop-case-q58x3
293	Cooler Master MasterCase H100 ARGB Mini ITX Desktop Case (MCM-H100-KANN-S01)	Cooler Master	Mini ITX Desktop	Black	None	None	No	Mini ITX	180 mm / 7.087 With Drive Cages			€69.90	https://fi.pcpartpicker.com/product/7XqBD3/cooler-master-mastercase-h100-argb-mini-itx-desktop-case-mcm-h100-kann-s01
294	SSUPD Meshlicious Mini ITX Tower Case (G99.OE759FMW.00)	SSUPD	Mini ITX Tower	White	None	None	No	Mini ITX	332 mm / 13.071	14.676 L	245 mm x 166.4 mm x 360 mm	€109.90	https://fi.pcpartpicker.com/product/VJwypg/ssupd-meshlicious-mini-itx-tower-case-g99oe759fmw00
295	Phanteks Evolv Shift 2 Mini ITX Tower Case (PH-ES217E_AG02)	Phanteks	Mini ITX Tower	Gray	None	Tempered Glass	No	Mini ITX	335 mm / 13.189	22.824 L	274 mm x 170 mm x 490 mm	€129.90	https://fi.pcpartpicker.com/product/wYyqqs/phanteks-evolv-shift-2-mini-itx-tower-case-ph-es217e_ag02
296	Lian Li Q58 (PCIe 3.0) Mini ITX Desktop Case (Q58W3)	Lian Li	Mini ITX Desktop	White	None	Tempered Glass	No	Mini ITX	320 mm / 12.598	14.535 L	342 mm x 170 mm x 250 mm	€99.90	https://fi.pcpartpicker.com/product/YXFbt6/lian-li-q58-pcie-30-mini-itx-desktop-case-q58w3
297	Fractal Design Core 500 Mini ITX Desktop Case (FD-CA-CORE-500-BK)	Fractal Design	Mini ITX Desktop	Black	None	None	No	Mini ITX	310 mm / 12.205			€75.90	https://fi.pcpartpicker.com/product/LvnG3C/fractal-design-case-fdcacore500bk
298	Cooler Master MasterBox NR200P Mini ITX Desktop Case (MCB-NR200P-PCNN-S00)	Cooler Master	Mini ITX Desktop	Purple	None	Tempered Glass	No	Mini ITX	330 mm / 12.992	20.312 L	376 mm x 185 mm x 292 mm	€115.90	https://fi.pcpartpicker.com/product/T4BG3C/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-pcnn-s00
299	Phanteks Evolv Shift 2 Mini ITX Tower Case (PH-ES217E_BK02)	Phanteks	Mini ITX Tower	Black	None	Tempered Glass	No	Mini ITX	335 mm / 13.189	22.824 L	274 mm x 170 mm x 490 mm	€129.90	https://fi.pcpartpicker.com/product/MCsnTW/phanteks-evolv-shift-2-mini-itx-tower-case-ph-es217e_bk02
300	In Win A1 Plus Mini ITX Tower Case w/650 W Power Supply (A1PLUSBLACK)	In Win	Mini ITX Tower	Black	650 W	Tempered Glass	No	Mini ITX	320 mm / 12.598	21.831 L	357 mm x 224 mm x 273 mm	€229.90	https://fi.pcpartpicker.com/product/wBw7YJ/in-win-a1-plus-mini-itx-tower-case-w650-w-power-supply-a1plusblack
301	Phanteks EVOLV SHIFT 2 AIR Mini ITX Tower Case (PH-ES217A_BK02)	Phanteks	Mini ITX Tower	Black	None	None	No	Mini ITX	335 mm / 13.189			€119.90	https://fi.pcpartpicker.com/product/MB848d/phanteks-evolv-shift-2-air-mini-itx-tower-case-ph-es217a_bk02
302	Lian Li TU150 Mini ITX Desktop Case (TU150X)	Lian Li	Mini ITX Desktop	Black	None	None	No	Mini ITX	320 mm / 12.598	23.751 L	375 mm x 203 mm x 312 mm	€109.90	https://fi.pcpartpicker.com/product/KFXYcf/lian-li-tu150-mini-itx-desktop-case-tu150x
303	In Win A1 Plus Mini ITX Tower Case w/650 W Power Supply (A1 PLUS WHITE)	In Win	Mini ITX Tower	White	650 W	Tempered Glass	No	Mini ITX	320 mm / 12.598	21.831 L	357 mm x 224 mm x 273 mm	€229.90	https://fi.pcpartpicker.com/product/DLtQzy/inwin-a1-plus-white-mini-itx-tower-case-w650-w-power-supply-iw-a1plus-white
304	Fractal Design Define Nano S Mini ITX Desktop Case (FD-CA-DEF-NANO-S-BK)	Fractal Design	Mini ITX Desktop	Black	None	None	No	Mini ITX	315 mm / 12.402	28.771 L	412 mm x 203 mm x 344 mm	€86.90	https://fi.pcpartpicker.com/product/7d98TW/fractal-design-case-fdcadefnanosbk
305	Cooler Master MasterBox NR200P Mini ITX Desktop Case (MCB-NR200P-OCNN-S00)	Cooler Master	Mini ITX Desktop	Orange	None	Tempered Glass	No	Mini ITX	330 mm / 12.992	20.312 L	376 mm x 185 mm x 292 mm	€115.90	https://fi.pcpartpicker.com/product/ZBhFf7/cooler-master-masterbox-nr200p-mini-itx-desktop-case-mcb-nr200p-ocnn-s00
306	Lian Li TU150 Mini ITX Desktop Case (TU150A)	Lian Li	Mini ITX Desktop	Silver	None	None	No	Mini ITX	320 mm / 12.598	23.751 L	375 mm x 203 mm x 312 mm	€111.90	https://fi.pcpartpicker.com/product/xFK2FT/lian-li-tu150-mini-itx-desktop-case-tu150a
