id	Name	Manufacturer	Type	Color	Power Supply	Side Panel Window	Power Supply Shroud	Motherboard Form Factor	Maximum Video Card Length	Volume	Dimensions	Price	Url
142	Aerocool Bolt ATX Mid Tower Case (Bolt)	Aerocool	ATX Mid Tower	Black	None	Acrylic	Yes	ATX	355 mm / 13.976	35.316 L	410 mm x 194 mm x 444 mm	€36.90	https://fi.pcpartpicker.com/product/FKpmP6/aerocool-bolt-atx-mid-tower-case-bolt
143	Fractal Design Focus G ATX Mid Tower Case (FD-CA-FOCUS-BU-W)	Fractal Design	ATX Mid Tower	Black / Blue	None	Acrylic	No	ATX	380 mm / 14.961	42.233 L	464 mm x 205 mm x 444 mm	€64.90	https://fi.pcpartpicker.com/product/ZKCrxr/fractal-design-focus-g-atx-mid-tower-case-fd-ca-focus-bu-w
144	Fractal Design Define 7 Compact ATX Mid Tower Case (FD-C-DEF7C-01)	Fractal Design	ATX Mid Tower	Black	None	None	Yes	ATX	341 mm / 13.425	42.504 L	427 mm x 210 mm x 474 mm	€139.90	https://fi.pcpartpicker.com/product/xmH8TW/fractal-design-define-7-compact-atx-mid-tower-case-fd-c-def7c-01
145	be quiet! Pure Base 600 ATX Mid Tower Case (BG021)	be quiet!	ATX Mid Tower	Black	None	None	No	ATX	280 mm / 11.024 With Drive Cages	50.873 L	492 mm x 220 mm x 470 mm	€106.90	https://fi.pcpartpicker.com/product/PNTrxr/be-quiet-pure-base-600-atx-mid-tower-case-bg021
146	KOLINK STRONGHOLD ATX Mid Tower Case (STRONGHOLD)	KOLINK	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	380 mm / 14.961			€56.90	https://fi.pcpartpicker.com/product/pYPKHx/kolink-stronghold-atx-mid-tower-case-stronghold
147	Lian Li O11D XL-A ATX Full Tower Case (O11D XL-A)	Lian Li	ATX Full Tower	Silver / Black	None	Tempered Glass	Yes	ATX	446 mm / 17.559			€219.00	https://fi.pcpartpicker.com/product/fHVG3C/lian-li-o11d-xl-a-atx-full-tower-case-o11d-xl-a
148	NZXT H7 ATX Mid Tower Case (CM-H71BW-01)	NZXT	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	400 mm / 15.748	55.752 L	480 mm x 230 mm x 505 mm	€144.90	https://fi.pcpartpicker.com/product/dcKKHx/nzxt-h7-atx-mid-tower-case-cm-h71bw-01
149	Corsair iCUE 220T RGB ATX Mid Tower Case (CC-9011190-WW)	Corsair	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	300 mm / 11.811	37.328 L	395 mm x 210 mm x 450 mm	€117.90	https://fi.pcpartpicker.com/product/tX2bt6/corsair-icue-220t-rgb-atx-mid-tower-case-cc-9011190-ww
150	Cooler Master MasterCase H500M ATX Mid Tower Case (MCM-H500M-IHNN-S00)	Cooler Master	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	412 mm / 16.22	73.662 L	544 mm x 248 mm x 546 mm	€224.00	https://fi.pcpartpicker.com/product/74PKHx/cooler-master-mastercase-h500m-atx-mid-tower-case-mcm-h500m-ihnn-s00
151	Phanteks Evolv X ATX Mid Tower Case (PH-ES518XTG_DBK)	Phanteks	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	435 mm / 17.126	64.896 L	520 mm x 240 mm x 520 mm	€229.90	https://fi.pcpartpicker.com/product/3qgzK8/phanteks-enthoo-evolv-x-glass-black-atx-mid-tower-case-ph-es518xtg_dbk
152	be quiet! Dark Base 700 ATX Mid Tower Case (Dark Base 700)	be quiet!	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	286 mm / 11.26 With Drive Cages			€199.00	https://fi.pcpartpicker.com/product/r2QRsY/be-quiet-dark-base-700-atx-mid-tower-case-dark-base-700
153	Phanteks Enthoo Pro Tempered Glass ATX Full Tower Case (PH-ES614PTG_BK)	Phanteks	ATX Full Tower	Black	None	Tinted Tempered Glass	Yes	ATX	347 mm / 13.661 With Drive Cages	69.149 L	550 mm x 235 mm x 535 mm	€129.90	https://fi.pcpartpicker.com/product/BfPKHx/phanteks-enthoo-pro-tg-rgb-atx-full-tower-case-ph-es614ptg_bk
154	Fractal Design Torrent ATX Mid Tower Case (FD-C-TOR1A-02)	Fractal Design	ATX Mid Tower	Gray	None	Tinted Tempered Glass	Yes	ATX	423 mm / 16.654 With Drive Cages	69.773 L	544 mm x 242 mm x 530 mm	€215.90	https://fi.pcpartpicker.com/product/TnNxFT/fractal-design-torrent-atx-mid-tower-case-fd-c-tor1a-02
155	Silverstone FARA R1 ATX Mid Tower Case (SST-FAR1W-G)	Silverstone	ATX Mid Tower	White / Black	None	Tempered Glass	Yes	ATX	322 mm / 12.677			€69.90	https://fi.pcpartpicker.com/product/7mcRsY/silverstone-fara-r1-atx-mid-tower-case-sst-far1w-g
156	Corsair 5000D ATX Mid Tower Case (CC-9011208-WW)	Corsair	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	420 mm / 16.535			€156.90	https://fi.pcpartpicker.com/product/y2K2FT/corsair-5000d-atx-mid-tower-case-cc-9011208-ww
157	Antec P101 Silent ATX Mid Tower Case (P101SILENT)	Antec	ATX Mid Tower	Black	None	None	Yes	ATX	450 mm / 17.717			€129.00	https://fi.pcpartpicker.com/product/3x3H99/antec-p101-silent-atx-mid-tower-case-p101silent
158	Corsair 750D ATX Full Tower Case (750D)	Corsair	ATX Full Tower	Black	None	Acrylic	No	ATX	340 mm / 13.386 With Drive Cages	71.292 L	546 mm x 234 mm x 558 mm	€168.90	https://fi.pcpartpicker.com/product/BKW9TW/corsair-case-750d
159	Cooler Master Cosmos C700P Black Edition ATX Full Tower Case (MCC-C700P-KG5N-S00)	Cooler Master	ATX Full Tower	Black	None	Tempered Glass	Yes	ATX	320 mm / 12.598 With Drive Cages	127.293 L	639 mm x 306 mm x 651 mm	€449.00	https://fi.pcpartpicker.com/product/mLDkcf/cooler-master-cosmos-c700p-black-edition-atx-full-tower-case-mcc-c700p-kg5n-s00
160	MSI MPG VELOX 100P AIRFLOW ATX Mid Tower Case (MPG VELOX 100P AIRFLOW)	MSI	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	380 mm / 14.961	53.652 L	474 mm x 231 mm x 490 mm	€123.90	https://fi.pcpartpicker.com/product/dkbTwP/msi-mpg-velox-100p-airflow-atx-mid-tower-case-mpg-velox-100p-airflow
161	Fractal Design Define 7 XL Dark ATX Full Tower Case (FD-C-DEF7X-03)	Fractal Design	ATX Full Tower	Black	None	Tinted Tempered Glass	Yes	ATX	359 mm / 14.134 With Drive Cages	82.047 L	604 mm x 240 mm x 566 mm	€269.00	https://fi.pcpartpicker.com/product/JJNgXL/fractal-design-define-7-xl-dark-atx-full-tower-case-fd-c-def7x-03
162	BitFenix Nova Mesh SE ATX Mid Tower Case (BFC-NSE-300-WWGKW-4A)	BitFenix	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	315 mm / 12.402	36.081 L	380 mm x 211 mm x 450 mm	€69.90	https://fi.pcpartpicker.com/product/kRQfrH/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwgkw-4a
163	Fractal Design Meshify 2 ATX Mid Tower Case (FD-C-MES2A-03)	Fractal Design	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	315 mm / 12.402 With Drive Cages	61.658 L	542 mm x 240 mm x 474 mm	€169.00	https://fi.pcpartpicker.com/product/zHdrxr/fractal-design-meshify-2-atx-mid-tower-case-fd-c-mes2a-03
164	Fractal Design Torrent ATX Mid Tower Case (FD-C-TOR1A-06)	Fractal Design	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	423 mm / 16.654 With Drive Cages	69.773 L	544 mm x 242 mm x 530 mm	€237.90	https://fi.pcpartpicker.com/product/fv2WGX/fractal-design-torrent-atx-mid-tower-case-fd-c-tor1a-06
165	be quiet! Silent Base 802 ATX Mid Tower Case (BGW40)	be quiet!	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	287 mm / 11.299 With Drive Cages	83.757 L	539 mm x 281 mm x 553 mm	€192.90	https://fi.pcpartpicker.com/product/ZjtKHx/be-quiet-silent-base-802-atx-mid-tower-case-bgw40
166	Corsair 270R ATX Mid Tower Case (CC-9011106-WW)	Corsair	ATX Mid Tower	Black	None	None	Yes	ATX	370 mm / 14.567			€99.90	https://fi.pcpartpicker.com/product/JcgPxr/corsair-270r-atx-mid-tower-case-cc-9011106-ww
167	Deepcool MATREXX 70 ADD-RGB 3F ATX Mid Tower Case (MATREXX 70 ADD-RGB 3F)	Deepcool	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	380 mm / 14.961	54.181 L	483 mm x 228 mm x 492 mm	€95.90	https://fi.pcpartpicker.com/product/JDDJ7P/deepcool-matrexx-70-atx-mid-tower-case-matrexx-70-add-rgb-3f
168	Thermaltake Tower 900 Snow Edition ATX Full Tower Case (CA-1H1-00F6WN-00)	Thermaltake	ATX Full Tower	White	None	Tempered Glass	Yes	ATX	400 mm / 15.748	153.64 L	483 mm x 423 mm x 752 mm	€373.00	https://fi.pcpartpicker.com/product/czGj4D/thermaltake-the-tower-900-snow-edition-atx-full-tower-case-ca-1h1-00f6wn-00
169	Fractal Design Meshify 2 Compact TG Light Tint ATX Mid Tower Case (FD-C-MES2C-04)	Fractal Design	ATX Mid Tower	Gray / Black	None	Tempered Glass	Yes	ATX	341 mm / 13.425 With Drive Cages			€129.90	https://fi.pcpartpicker.com/product/8MZ9TW/fractal-design-meshify-2-compact-tg-light-tint-atx-mid-tower-case-fd-c-mes2c-04
170	HYTE Y60 ATX Mid Tower Case (CS-HYTE-Y60-BR)	HYTE	ATX Mid Tower	Red / Black	None	Tempered Glass	Yes	ATX	375 mm / 14.764			€219.00	https://fi.pcpartpicker.com/product/RLxRsY/hyte-y60-atx-mid-tower-case-cs-hyte-y60-br
171	be quiet! Dark Base Pro 900 Rev. 2 ATX Full Tower Case (BGW14)	be quiet!	ATX Full Tower	Black / Orange	None	Tempered Glass	Yes	ATX	323 mm / 12.717 With Drive Cages			€269.90	https://fi.pcpartpicker.com/product/NVZFf7/be-quiet-dark-base-pro-900-orange-rev-2-atx-full-tower-case-bgw14
172	Deepcool MATREXX 55 V3 ADD-RGB 3F ATX Mid Tower Case (DP-ATX-MATREXX55V3-AR-3F)	Deepcool	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	340 mm / 13.386 With Drive Cages			€76.90	https://fi.pcpartpicker.com/product/BhNgXL/deepcool-matrexx-55-v3-add-rgb-3f-atx-mid-tower-case-dp-atx-matrexx55v3-ar-3f
173	be quiet! Pure Base 500 ATX Mid Tower Case (BGW36)	be quiet!	ATX Mid Tower	Gray	None	Tempered Glass	No	ATX	369 mm / 14.528 With Drive Cages	46.05 L	450 mm x 231 mm x 443 mm	€89.90	https://fi.pcpartpicker.com/product/gDxbt6/be-quiet-pure-base-500-atx-mid-tower-case-bgw36
174	Gigabyte AORUS C300 ATX Mid Tower Case (GB-AC300G)	Gigabyte	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	400 mm / 15.748			€179.00	https://fi.pcpartpicker.com/product/dZkj4D/gigabyte-aorus-c300-atx-mid-tower-case-gb-ac300g
175	Fractal Design Meshify 2 XL ATX Full Tower Case (FD-C-MES2X-02)	Fractal Design	ATX Full Tower	Black	None	Tinted Tempered Glass	Yes	ATX	549 mm / 21.614 With Drive Cages	81.504 L	600 mm x 240 mm x 566 mm	€239.00	https://fi.pcpartpicker.com/product/f2hmP6/fractal-design-meshify-2-xl-atx-full-tower-case-fd-c-mes2x-02
176	Phanteks Enthoo 719 ATX Full Tower Case (PH-ES719LTG_DBK01)	Phanteks	ATX Full Tower	Black	None	Tempered Glass	Yes	ATX	503 mm / 19.803	81.396 L	595 mm x 240 mm x 570 mm	€208.90	https://fi.pcpartpicker.com/product/y4n8TW/phanteks-enthoo-luxe-2-atx-full-tower-case-ph-es719ltg_bk
177	Silverstone FARA R1 ATX Mid Tower Case (SST-FAR1W)	Silverstone	ATX Mid Tower	White	None	None	Yes	ATX	322 mm / 12.677			€69.00	https://fi.pcpartpicker.com/product/VMNgXL/silverstone-fara-r1-atx-mid-tower-case-sst-far1w
178	Thermaltake Level 20 MT ATX Mid Tower Case (CA-1M7-00M1WN-00)	Thermaltake	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	260 mm / 10.236 With Drive Cages	43.718 L	455 mm x 204 mm x 471 mm	€99.90	https://fi.pcpartpicker.com/product/PMkj4D/thermaltake-level-20-mt-argb-atx-mid-tower-case-ca-1m7-00m1wn-00
179	Corsair 5000D ATX Mid Tower Case (CC-9011209-WW)	Corsair	ATX Mid Tower	White / Gray	None	Tempered Glass	Yes	ATX	420 mm / 16.535			€156.90	https://fi.pcpartpicker.com/product/dTbCmG/corsair-5000d-atx-mid-tower-case-cc-9011209-ww
180	NZXT H7 ATX Mid Tower Case (CM-H71BB-01)	NZXT	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	400 mm / 15.748	55.752 L	480 mm x 230 mm x 505 mm	€144.90	https://fi.pcpartpicker.com/product/PNmmP6/nzxt-h7-atx-mid-tower-case-cm-h71bb-01
181	Corsair SPEC-04 ATX Mid Tower Case (CC-9011117-WW)	Corsair	ATX Mid Tower	Black / Red	None	Acrylic	No	ATX	370 mm / 14.567	42.82 L	492 mm x 201 mm x 433 mm	€80.00	https://fi.pcpartpicker.com/product/89TPxr/corsair-carbide-spec-04-tg-atx-mid-tower-case-cc-9011117-ww
182	Asus TUF Gaming GT501 ATX Mid Tower Case (TUF Gaming GT501 White Edition)	Asus	ATX Mid Tower	White / Black	None	Tempered Glass	Yes	ATX	420 mm / 16.535	75.511 L	545 mm x 251 mm x 552 mm	€219.00	https://fi.pcpartpicker.com/product/PwsnTW/asus-tuf-gaming-gt501-atx-mid-tower-case-tuf-gaming-gt501-white-edition
183	Phanteks Eclipse P600S ATX Mid Tower Case (PH-EC600PSTG_WT01)	Phanteks	ATX Mid Tower	White / Black	None	Tinted Tempered Glass	Yes	ATX	294 mm / 11.575 With Drive Cages			€167.90	https://fi.pcpartpicker.com/product/bnzkcf/phanteks-eclipse-p600s-atx-mid-tower-case-ph-ec600pstg_wt01
184	be quiet! Pure Base 500 ATX Mid Tower Case (BG035)	be quiet!	ATX Mid Tower	White	None	None	No	ATX	369 mm / 14.528 With Drive Cages	46.05 L	450 mm x 231 mm x 443 mm	€84.90	https://fi.pcpartpicker.com/product/hn7p99/be-quiet-pure-base-500-atx-mid-tower-case-bg035
185	Cooler Master Cosmos C700M ATX Full Tower Case (MCC-C700M-MG5N-S00)	Cooler Master	ATX Full Tower	Silver / Black	None	Tempered Glass	Yes	ATX	320 mm / 12.598 With Drive Cages			€559.00	https://fi.pcpartpicker.com/product/ddPKHx/cooler-master-cosmos-c700m-atx-mid-tower-case-mcc-c700m-mg5n-s00
186	BitFenix Nova Mesh TG 4ARGB ATX Mid Tower Case (BFC-NVM-300-WWGKW-4A)	BitFenix	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	340 mm / 13.386 With Drive Cages	41.41 L	437 mm x 206 mm x 460 mm	€74.90	https://fi.pcpartpicker.com/product/KgbCmG/bitfenix-nova-mesh-tg-4argb-atx-mid-tower-case-bfc-nvm-300-wwgkw-4a
187	be quiet! Pure Base 500 ATX Mid Tower Case (BGW34)	be quiet!	ATX Mid Tower	Black	None	Tempered Glass	No	ATX	369 mm / 14.528 With Drive Cages	46.05 L	450 mm x 231 mm x 443 mm	€89.90	https://fi.pcpartpicker.com/product/pZfFf7/be-quiet-pure-base-500-atx-mid-tower-case-bgw34
188	Thermaltake Core P8 TG ATX Full Tower Case (CA-1Q2-00M1WN-00)	Thermaltake	ATX Full Tower	Black	None	Tempered Glass	No	ATX	280 mm / 11.024 With Drive Cages			€229.00	https://fi.pcpartpicker.com/product/RYFKHx/thermaltake-core-p8-tg-atx-full-tower-case-ca-1q2-00m1wn-00
189	Phanteks Eclipse P300 ATX Mid Tower Case ( PH-EC300PTG_BK)	Phanteks	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	330 mm / 12.992	36 L	400 mm x 200 mm x 450 mm	€74.90	https://fi.pcpartpicker.com/product/FCs8TW/phanteks-eclipse-p300-tempered-glass-atx-mid-tower-case-ph-ec300ptgbk
190	Thermaltake Tower 900 ATX Full Tower Case (CA-1H1-00F1WN-00)	Thermaltake	ATX Full Tower	Black	None	Tempered Glass	Yes	ATX	400 mm / 15.748	153.64 L	483 mm x 423 mm x 752 mm	€298.20	https://fi.pcpartpicker.com/product/zk8H99/thermaltake-the-tower-900-atx-full-tower-case-ca-1h1-00f1wn-00
191	Fractal Design Meshify 2 ATX Mid Tower Case (FD-C-MES2A-04)	Fractal Design	ATX Mid Tower	Gray	None	Tinted Tempered Glass	Yes	ATX	315 mm / 12.402 With Drive Cages	61.658 L	542 mm x 240 mm x 474 mm	€169.00	https://fi.pcpartpicker.com/product/ByjNnQ/fractal-design-meshify-2-atx-mid-tower-case-fd-c-mes2a-04
192	Corsair SPEC-OMEGA RGB ATX Mid Tower Case (CC-9011140-WW)	Corsair	ATX Mid Tower	Black	None	Tempered Glass	No	ATX	370 mm / 14.567			€163.90	https://fi.pcpartpicker.com/product/3qPKHx/corsair-spec-omega-rgb-atx-mid-tower-case-cc-9011140-ww
193	MSI MPG VELOX 100R ATX Mid Tower Case (MPG VELOX 100R)	MSI	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	380 mm / 14.961	53.652 L	474 mm x 231 mm x 490 mm	€136.90	https://fi.pcpartpicker.com/product/RkmmP6/msi-mpg-velox-100r-atx-mid-tower-case-mpg-velox-100r
194	Fractal Design Focus G ATX Mid Tower Case (FD-CA-FOCUS-GY-W)	Fractal Design	ATX Mid Tower	Black / Gray	None	Acrylic	No	ATX	380 mm / 14.961	42.233 L	464 mm x 205 mm x 444 mm	€64.90	https://fi.pcpartpicker.com/product/4vzZxr/fractal-design-focus-g-atx-mid-tower-case-fd-ca-focus-gy-w
195	NZXT H7 ATX Mid Tower Case (CM-H71BG-01)	NZXT	ATX Mid Tower	White / Black	None	Tempered Glass	Yes	ATX	400 mm / 15.748	55.752 L	480 mm x 230 mm x 505 mm	€144.90	https://fi.pcpartpicker.com/product/JZytt6/nzxt-h7-atx-mid-tower-case-cm-h71bg-01
196	Phanteks Eclipse P600S ATX Mid Tower Case (PH-EC600PSTG_AG01)	Phanteks	ATX Mid Tower	Gray / Black	None	Tinted Tempered Glass	Yes	ATX	294 mm / 11.575 With Drive Cages			€167.90	https://fi.pcpartpicker.com/product/Wnzkcf/phanteks-eclipse-p600s-atx-mid-tower-case-ph-ec600pstg_ag01
197	Cooler Master HAF 500 ATX Mid Tower Case (H500-KGNN-S00)	Cooler Master	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	410 mm / 16.142			€175.90	https://fi.pcpartpicker.com/product/NjD7YJ/cooler-master-haf-500-atx-mid-tower-case-h500-kgnn-s00
198	Corsair Crystal 570X RGB ATX Mid Tower Case (CC-9011110-WW)	Corsair	ATX Mid Tower	White	None	Acrylic	Yes	ATX	370 mm / 14.567	57.508 L	480 mm x 234 mm x 512 mm	€236.90	https://fi.pcpartpicker.com/product/hMhj4D/corsair-crystal-570x-rgb-white-atx-mid-tower-case-cc-9011110-ww
199	Cooler Master MasterBox 540 ATX Mid Tower Case (MB540-KGNN-S00)	Cooler Master	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	410 mm / 16.142			€149.00	https://fi.pcpartpicker.com/product/HyWzK8/cooler-master-masterbox-540-atx-mid-tower-case-mb540-kgnn-s00
200	Corsair 100R ATX Mid Tower Case (CC-9011077-WW)	Corsair	ATX Mid Tower	Black	None	None	No	ATX	275 mm / 10.827 With Drive Cages			€79.90	https://fi.pcpartpicker.com/product/PzM323/corsair-case-cc9011077ww
201	Antec NX700 ATX Mid Tower Case (NX700)	Antec	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	340 mm / 13.386			€106.90	https://fi.pcpartpicker.com/product/c2fnTW/antec-nx700-atx-mid-tower-case-nx700
202	Fractal Design Core 2300 ATX Mid Tower Case (FD-CA-CORE-2300-BL)	Fractal Design	ATX Mid Tower	Black	None	None	No	ATX	200 mm / 7.874 With Drive Cages			€55.90	https://fi.pcpartpicker.com/product/y7YWGX/fractal-design-case-fdcacore2300bl
203	Deepcool MATREXX 55 V3 ADD-RGB WH 3F ATX Mid Tower Case (DP-ATX-MATREXX55V3-AR-WH-3F)	Deepcool	ATX Mid Tower	White / Black	None	Tempered Glass	Yes	ATX	340 mm / 13.386 With Drive Cages			€76.90	https://fi.pcpartpicker.com/product/Zzwkcf/deepcool-matrexx-55-v3-add-rgb-wh-3f-atx-mid-tower-case-dp-atx-matrexx55v3-ar-wh-3f
204	KOLINK VOID RGB ATX Mid Tower Case (VOID RGB)	KOLINK	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	310 mm / 12.205			€59.90	https://fi.pcpartpicker.com/product/FRXYcf/kolink-void-rgb-atx-mid-tower-case-void-rgb
205	be quiet! Pure Base 600 ATX Mid Tower Case (BGW21)	be quiet!	ATX Mid Tower	Black	None	Tempered Glass	No	ATX	280 mm / 11.024 With Drive Cages	50.873 L	492 mm x 220 mm x 470 mm	€119.90	https://fi.pcpartpicker.com/product/FZ38TW/be-quiet-pure-base-600-wwindow-black-atx-mid-tower-case-bgw21
206	Cooler Master MasterBox MB530P ATX Mid Tower Case (MCB-B530P-KHNN-S01)	Cooler Master	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	410 mm / 16.142			€153.90	https://fi.pcpartpicker.com/product/BrXnTW/cooler-master-masterbox-mb530p-atx-mid-tower-case-mcb-b530p-khnn-s01
207	Fractal Design Define 7 ATX Mid Tower Case (FD-C-DEF7A-06)	Fractal Design	ATX Mid Tower	White	None	Tempered Glass	Yes	ATX	315 mm / 12.402 With Drive Cages	62.358 L	547 mm x 240 mm x 475 mm	€219.00	https://fi.pcpartpicker.com/product/C76qqs/fractal-design-define-7-atx-mid-tower-case-fd-c-def7a-06
208	Fractal Design Define 7 Dark ATX Mid Tower Case (FD-C-DEF7A-03)	Fractal Design	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	315 mm / 12.402 With Drive Cages	62.358 L	547 mm x 240 mm x 475 mm	€214.90	https://fi.pcpartpicker.com/product/MzH8TW/fractal-design-define-7-dark-atx-mid-tower-case-fd-c-def7a-03
209	Corsair iCUE 220T RGB ATX Mid Tower Case (CC-9011191-WW)	Corsair	ATX Mid Tower	White / Black	None	Tempered Glass	Yes	ATX	300 mm / 11.811	37.328 L	395 mm x 210 mm x 450 mm	€104.90	https://fi.pcpartpicker.com/product/gYWBD3/corsair-icue-220t-rgb-atx-mid-tower-case-cc-9011191-ww
210	Silverstone FARA R1 ATX Mid Tower Case (SST-FAR1B-G)	Silverstone	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	322 mm / 12.677			€69.90	https://fi.pcpartpicker.com/product/m6zFf7/silverstone-fara-r1-atx-mid-tower-case-sst-far1b-g
211	Deepcool CL500 ATX Mid Tower Case (R-CL500-BKNMA1N-G-1)	Deepcool	ATX Mid Tower	Black / Silver	None	Tempered Glass	Yes	ATX	330 mm / 12.992	55.48 L	473 mm x 226 mm x 519 mm	€79.90	https://fi.pcpartpicker.com/product/Bp6qqs/deepcool-cl500-atx-mid-tower-case-r-cl500-bknma1n-g-1
212	Thermaltake Level 20 XT ATX Desktop Case (CA-1L1-00F1WN-00)	Thermaltake	ATX Desktop	Black / Silver	None	Tempered Glass	Yes	ATX	400 mm / 15.748 With Drive Cages	126.413 L	515 mm x 394 mm x 623 mm	€279.00	https://fi.pcpartpicker.com/product/kRyV3C/thermaltake-level-20-xt-atx-desktop-case-ca-1l1-00f1wn-00
213	Corsair 275R ATX Mid Tower Case (CC-9011131-WW)	Corsair	ATX Mid Tower	White	None	Acrylic	Yes	ATX	370 mm / 14.567	44.162 L	455 mm x 211 mm x 460 mm	€70.90	https://fi.pcpartpicker.com/product/qYWfrH/corsair-carbide-series-275r-white-atx-mid-tower-case-cc-9011131-ww
214	Fractal Design Define 7 XL Light ATX Full Tower Case (FD-C-DEF7X-02)	Fractal Design	ATX Full Tower	Black	None	Tempered Glass	Yes	ATX	359 mm / 14.134 With Drive Cages	82.047 L	604 mm x 240 mm x 566 mm	€269.00	https://fi.pcpartpicker.com/product/PwCFf7/fractal-design-define-7-xl-light-atx-full-tower-case-fd-c-def7x-02
215	Lian Li PC-O11 Air ATX Full Tower Case (PC-O11AIR)	Lian Li	ATX Full Tower	Black	None	Tempered Glass	Yes	ATX	420 mm / 16.535			€129.90	https://fi.pcpartpicker.com/product/HqVD4D/lian-li-pc-o11air-atx-full-tower-case-pc-o11air
216	Aerocool AirHawk Duo ATX Mid Tower Case (ACCM-PB19033.11)	Aerocool	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	358 mm / 14.094			€89.90	https://fi.pcpartpicker.com/product/LJTzK8/aerocool-airhawk-duo-atx-mid-tower-case-accm-pb1903311
217	Fractal Design Meshify 2 RGB ATX Mid Tower Case (FD-C-MES2A-06)	Fractal Design	ATX Mid Tower	Black	None	Tempered Glass	Yes	ATX	450 mm / 17.717	62233.394 L	542 mm x 242240 mm x 474 mm	€229.00	https://fi.pcpartpicker.com/product/cYD7YJ/fractal-design-meshify-2-rgb-atx-mid-tower-case-fd-c-mes2a-06
218	KOLINK OBSERVATORY RGB ATX Mid Tower Case (OBSERVATORY RGB)	KOLINK	ATX Mid Tower	Black	None	Tinted Tempered Glass	Yes	ATX	380 mm / 14.961			€82.90	https://fi.pcpartpicker.com/product/LpNv6h/kolink-observatory-rgb-atx-mid-tower-case-observatory-rgb
219	BitFenix Nova ATX Mid Tower Case (BFX-NOV-100-WWXKK-RP)	BitFenix	ATX Mid Tower	White	None	None	No	ATX	320 mm / 12.598			€37.90	https://fi.pcpartpicker.com/product/HDqbt6/bitfenix-case-bfxnov100wwxkkrp
220	Cooler Master MasterFrame 700 ATX Full Tower Case (MCF-MF700-KGNN-S00)	Cooler Master	ATX Full Tower	Black	None	Tempered Glass	No	ATX	310 mm / 12.205 With Drive Cages			€199.90	https://fi.pcpartpicker.com/product/q4nypg/cooler-master-masterframe-700-atx-full-tower-case-mcf-mf700-kgnn-s00
221	Fractal Design Define R6 ATX Mid Tower Case (FD-CA-DEF-R6-BK-TG)	Fractal Design	ATX Mid Tower	Black / White	None	Tempered Glass	Yes	ATX	300 mm / 11.811 With Drive Cages	56.681 L	543 mm x 233 mm x 448 mm	€189.90	https://fi.pcpartpicker.com/product/n297YJ/fractal-design-define-r6-atx-mid-tower-case-fd-ca-def-r6-bk-tg
222	Thermaltake AH T600 ATX Full Tower Case (CA-1Q4-00M1WN-00)	Thermaltake	ATX Full Tower	Black	None	Tempered Glass	No	ATX	300 mm / 11.811 With Drive Cages	161.555 L	763 mm x 337 mm x 628.3 mm	€329.90	https://fi.pcpartpicker.com/product/WhGnTW/thermaltake-ah-t600-atx-full-tower-case-ca-1q4-00m1wn-00
223	be quiet! Dark Base Pro 900 Rev. 2 ATX Full Tower Case (BGW16)	be quiet!	ATX Full Tower	Silver / Black	None	Tempered Glass	Yes	ATX	323 mm / 12.717 With Drive Cages			€269.90	https://fi.pcpartpicker.com/product/fLqhP6/be-quiet-dark-base-pro-900-silver-rev-2-atx-full-tower-case-bgw16
